Order ID,Order Date,Origin Port,Carrier,TPT,Service Level,Ship ahead day count,Ship Late Day count,Customer,Product ID,Plant Code,Destination Port,Unit quantity,Weight,Plant ID,Daily Capacity ,Truck Count
1447269468.7,2011-01-17,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699792,PLANT03,PORT09,214,231.68356247974123,PLANT03,1013,8
1447379325.7,2011-01-18,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699792,PLANT03,PORT09,543,650.2103321846672,PLANT03,1013,22
1447269470.7,2011-01-19,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699792,PLANT03,PORT09,338,371.6,PLANT03,1013,13
1447182453.7,2011-01-20,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699792,PLANT03,PORT09,488,635.85,PLANT03,1013,22
1447379201.7,2011-01-21,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699792,PLANT03,PORT09,240,349.8,PLANT03,1013,12
1447344845.7,2011-01-21,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699314,PLANT03,PORT09,467,544.2646888030936,PLANT03,1013,19
1447412852.7,2011-01-22,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699314,PLANT03,PORT09,261,303.44,PLANT03,1013,11
1447313126.7,2011-01-23,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699314,PLANT03,PORT09,413,596.2094313420114,PLANT03,1013,20
1447320655.7,2011-01-23,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699315,PLANT03,PORT09,300,445.76,PLANT03,1013,15
1447269469.7,2011-01-24,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699315,PLANT03,PORT09,417,466.2028557676573,PLANT03,1013,16
1447182458.7,2011-01-25,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699312,PLANT03,PORT09,592,802.356215346993,PLANT03,1013,27
1447182460.7,2011-01-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699795,PLANT03,PORT09,660,726.57,PLANT03,1013,25
1447410408.7,2011-01-26,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699795,PLANT03,PORT09,440,509.16,PLANT03,1013,17
1447306545.7,2011-01-27,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699795,PLANT03,PORT09,684,769.2579423689152,PLANT03,1013,26
1447403803.7,2011-01-27,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699795,PLANT03,PORT09,370,407.57,PLANT03,1013,14
1447392326.7,2011-01-28,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699795,PLANT03,PORT09,386,520.09,PLANT03,1013,18
1447392328.7,2011-01-29,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699795,PLANT03,PORT09,244,280.06730967220113,PLANT03,1013,10
1447392327.7,2011-01-29,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699795,PLANT03,PORT09,483,677.0868065711361,PLANT03,1013,23
1447320842.7,2011-01-30,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699797,PLANT03,PORT09,645,818.94,PLANT03,1013,28
1447379298.7,2011-01-30,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699797,PLANT03,PORT09,547,644.45,PLANT03,1013,22
1447399895.7,2011-01-31,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699797,PLANT03,PORT09,576,762.5347547159124,PLANT03,1013,26
1447355125.7,2011-02-01,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699797,PLANT03,PORT09,432,497.8327517621343,PLANT03,1013,17
1447379324.7,2011-02-02,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699797,PLANT03,PORT09,336,417.45,PLANT03,1013,14
1447182474.7,2011-02-03,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699371,PLANT03,PORT09,371,416.2852843769621,PLANT03,1013,14
1447182478.7,2011-02-03,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699371,PLANT03,PORT09,359,452.12,PLANT03,1013,16
1447320824.7,2011-02-04,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699836,PLANT03,PORT09,517,768.21,PLANT03,1013,26
1447405962.7,2011-02-05,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699836,PLANT03,PORT09,494,616.8203809554193,PLANT03,1013,21
1447320801.7,2011-02-05,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699329,PLANT03,PORT09,312,467.6475156676349,PLANT03,1013,16
1447306592.7,2011-02-06,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699329,PLANT03,PORT09,329,396.61558869084905,PLANT03,1013,14
1447306624.7,2011-02-06,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699329,PLANT03,PORT09,423,615.0982348819473,PLANT03,1013,21
1447405947.7,2011-02-07,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699329,PLANT03,PORT09,252,313.67,PLANT03,1013,11
1447182481.7,2011-02-07,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699327,PLANT03,PORT09,615,797.2542425929134,PLANT03,1013,27
1447405954.7,2011-02-08,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699623,PLANT03,PORT09,322,360.99,PLANT03,1013,13
1447325921.7,2011-02-08,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699625,PLANT03,PORT09,524,689.66,PLANT03,1013,23
1447182468.7,2011-02-09,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699625,PLANT03,PORT09,439,614.236754934109,PLANT03,1013,21
1447392875.7,2011-02-10,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699625,PLANT03,PORT09,525,707.65,PLANT03,1013,24
1447325913.7,2011-02-11,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699625,PLANT03,PORT09,642,712.7,PLANT03,1013,24
1447325915.7,2011-02-11,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699625,PLANT03,PORT09,346,406.3192158014692,PLANT03,1013,14
1447269586.7,2011-02-12,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699248,PLANT03,PORT09,616,738.45,PLANT03,1013,25
1447182480.7,2011-02-13,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699248,PLANT03,PORT09,328,438.81,PLANT03,1013,15
1447406046.7,2011-02-13,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699248,PLANT03,PORT09,633,925.67,PLANT03,1013,31
1447242978.7,2011-02-14,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699416,PLANT03,PORT09,462,614.46,PLANT03,1013,21
1447340137.7,2011-02-15,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699416,PLANT03,PORT09,699,884.1128771354242,PLANT03,1013,30
1447252496.7,2011-02-16,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699416,PLANT03,PORT09,453,656.22,PLANT03,1013,22
1447340136.7,2011-02-16,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699416,PLANT03,PORT09,208,237.0,PLANT03,1013,8
1447182463.7,2011-02-17,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699418,PLANT03,PORT09,330,471.2935081598852,PLANT03,1013,16
1447405955.7,2011-02-17,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699418,PLANT03,PORT09,360,475.56569630777176,PLANT03,1013,16
1447405945.7,2011-02-18,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699419,PLANT03,PORT09,619,897.1,PLANT03,1013,30
1447365154.7,2011-02-18,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699419,PLANT03,PORT09,426,505.3,PLANT03,1013,17
1447405961.7,2011-02-19,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699419,PLANT03,PORT09,548,625.7943470780656,PLANT03,1013,21
1447316992.7,2011-02-20,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699419,PLANT03,PORT09,509,623.12,PLANT03,1013,21
1447340135.7,2011-02-20,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699419,PLANT03,PORT09,683,926.2092040901834,PLANT03,1013,31
1447331105.7,2011-02-21,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699419,PLANT03,PORT09,503,690.74,PLANT03,1013,24
1447182476.7,2011-02-22,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699419,PLANT03,PORT09,394,523.55,PLANT03,1013,18
1447325826.7,2011-02-23,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699419,PLANT03,PORT09,642,760.0367727820782,PLANT03,1013,26
1447325825.7,2011-02-23,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699419,PLANT03,PORT09,437,565.89,PLANT03,1013,19
1447320840.7,2011-02-24,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699417,PLANT03,PORT09,637,925.5924638883596,PLANT03,1013,31
1447399893.7,2011-02-25,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699417,PLANT03,PORT09,485,641.44,PLANT03,1013,22
1447405986.7,2011-02-26,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699417,PLANT03,PORT09,652,727.040397446747,PLANT03,1013,25
1447320770.7,2011-02-27,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699417,PLANT03,PORT09,234,323.92081967383814,PLANT03,1013,11
1447182455.7,2011-02-27,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699417,PLANT03,PORT09,371,545.46,PLANT03,1013,19
1447320771.7,2011-02-28,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699417,PLANT03,PORT09,205,242.94126677618303,PLANT03,1013,9
1447327175.7,2011-03-01,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699378,PLANT03,PORT09,548,665.32,PLANT03,1013,23
1447386265.7,2011-03-01,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699378,PLANT03,PORT09,298,444.0694059736908,PLANT03,1013,15
1447306631.7,2011-03-02,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699553,PLANT03,PORT09,668,731.7642844042156,PLANT03,1013,25
1447392847.7,2011-03-03,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699553,PLANT03,PORT09,327,387.934302769877,PLANT03,1013,13
1447182465.7,2011-03-04,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699553,PLANT03,PORT09,257,376.5071632731919,PLANT03,1013,13
1447254154.7,2011-03-04,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699557,PLANT03,PORT09,313,409.25,PLANT03,1013,14
1447392831.7,2011-03-05,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699557,PLANT03,PORT09,326,410.49,PLANT03,1013,14
1447316603.7,2011-03-05,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699557,PLANT03,PORT09,472,672.2860716022233,PLANT03,1013,23
1447182472.7,2011-03-06,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699557,PLANT03,PORT09,375,478.6537456702327,PLANT03,1013,16
1447392845.7,2011-03-06,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699557,PLANT03,PORT09,225,316.14,PLANT03,1013,11
1447182473.7,2011-03-07,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699555,PLANT03,PORT09,515,646.67,PLANT03,1013,22
1447241593.7,2011-03-08,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699555,PLANT03,PORT09,219,290.17,PLANT03,1013,10
1447392846.7,2011-03-09,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699555,PLANT03,PORT09,341,492.74591077989504,PLANT03,1013,17
1447392832.7,2011-03-09,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699555,PLANT03,PORT09,291,375.2248422963498,PLANT03,1013,13
1447182479.7,2011-03-10,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699555,PLANT03,PORT09,541,629.765296551915,PLANT03,1013,21
1447405933.7,2011-03-11,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699555,PLANT03,PORT09,324,459.91,PLANT03,1013,16
1447182470.7,2011-03-11,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699555,PLANT03,PORT09,504,513.41,PLANT03,1013,18
1447344844.7,2011-03-12,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699310,PLANT03,PORT09,690,733.84,PLANT03,1013,25
1447412851.7,2011-03-12,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699310,PLANT03,PORT09,252,286.21,PLANT03,1013,10
1447182467.7,2011-03-13,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699311,PLANT03,PORT09,395,561.2995573148663,PLANT03,1013,19
1447182457.7,2011-03-14,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699311,PLANT03,PORT09,246,332.04000192436484,PLANT03,1013,12
1447313124.7,2011-03-14,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699310,PLANT03,PORT09,343,510.36,PLANT03,1013,18
1447405946.7,2011-03-15,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699265,PLANT03,PORT09,346,483.5672116949857,PLANT03,1013,17
1447344843.7,2011-03-15,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699526,PLANT03,PORT09,291,399.2582045563713,PLANT03,1013,14
1447182466.7,2011-03-16,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699525,PLANT03,PORT09,316,328.77792872551726,PLANT03,1013,11
1447313123.7,2011-03-16,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699526,PLANT03,PORT09,595,716.6635009632453,PLANT03,1013,24
1447182456.7,2011-03-17,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699525,PLANT03,PORT09,438,492.8,PLANT03,1013,17
1447313125.7,2011-03-18,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699700,PLANT03,PORT09,288,383.0684222473533,PLANT03,1013,13
1447306598.7,2011-03-18,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699022,PLANT03,PORT09,471,592.68,PLANT03,1013,20
1447306597.7,2011-03-19,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699674,PLANT03,PORT09,477,651.1143769999937,PLANT03,1013,22
1447343377.7,2011-03-20,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699674,PLANT03,PORT09,343,370.2078657706873,PLANT03,1013,13
1447306539.7,2011-03-20,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699345,PLANT03,PORT09,484,512.0895790026738,PLANT03,1013,18
1447306542.7,2011-03-21,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699345,PLANT03,PORT09,293,418.32,PLANT03,1013,14
1447350175.7,2011-03-22,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699345,PLANT03,PORT09,599,628.301331114975,PLANT03,1013,21
1447397993.7,2011-03-22,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699345,PLANT03,PORT09,238,279.2102142096387,PLANT03,1013,10
1447231067.7,2011-03-23,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699540,PLANT03,PORT09,222,227.33,PLANT03,1013,8
1447306538.7,2011-03-24,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699540,PLANT03,PORT09,489,552.7884909070491,PLANT03,1013,19
1447355121.7,2011-03-24,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699540,PLANT03,PORT09,346,433.04,PLANT03,1013,15
1447240887.7,2011-03-25,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699540,PLANT03,PORT09,692,748.3753117701747,PLANT03,1013,25
1447364831.7,2011-03-26,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699540,PLANT03,PORT09,457,463.06,PLANT03,1013,16
1447240888.7,2011-03-27,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699540,PLANT03,PORT09,539,694.0902909375494,PLANT03,1013,24
1447306546.7,2011-03-28,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699368,PLANT03,PORT09,232,285.16,PLANT03,1013,10
1447372031.7,2011-03-28,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699368,PLANT03,PORT09,300,393.89,PLANT03,1013,14
1447298090.7,2011-03-29,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699368,PLANT03,PORT09,529,583.6680131873992,PLANT03,1013,20
1447182461.7,2011-03-29,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699368,PLANT03,PORT09,211,221.6320791453185,PLANT03,1013,8
1447320772.7,2011-03-30,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699368,PLANT03,PORT09,441,591.6029935383067,PLANT03,1013,20
1447405932.7,2011-03-31,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699368,PLANT03,PORT09,292,415.3517954015404,PLANT03,1013,14
1447182477.7,2011-03-31,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699368,PLANT03,PORT09,617,697.4242619607761,PLANT03,1013,24
1447182469.7,2011-04-01,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699372,PLANT03,PORT09,700,821.92,PLANT03,1013,28
1447387681.7,2011-04-01,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699372,PLANT03,PORT09,575,786.33,PLANT03,1013,27
1447182464.7,2011-04-02,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699220,PLANT03,PORT09,363,395.21,PLANT03,1013,14
1447405924.7,2011-04-03,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699575,PLANT03,PORT09,426,636.9775952461434,PLANT03,1013,22
1447320724.7,2011-04-03,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699575,PLANT03,PORT09,665,748.13,PLANT03,1013,25
1447286436.7,2011-04-04,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699575,PLANT03,PORT09,389,498.283071621964,PLANT03,1013,17
1447189587.7,2011-04-05,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699537,PLANT03,PORT09,212,290.4303286074217,PLANT03,1013,10
1447231070.7,2011-04-06,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699537,PLANT03,PORT09,472,598.101283753213,PLANT03,1013,20
1447182462.7,2011-04-06,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699537,PLANT03,PORT09,416,482.57,PLANT03,1013,17
1447337604.7,2011-04-07,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699537,PLANT03,PORT09,299,300.62,PLANT03,1013,11
1447344824.7,2011-04-08,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699537,PLANT03,PORT09,464,538.08,PLANT03,1013,18
1447182452.7,2011-04-08,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699574,PLANT03,PORT09,583,723.6548568208302,PLANT03,1013,25
1447327229.7,2011-04-09,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699574,PLANT03,PORT09,572,598.23,PLANT03,1013,20
1447182471.7,2011-04-09,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699576,PLANT03,PORT09,635,848.52,PLANT03,1013,29
1447182475.7,2011-04-10,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699576,PLANT03,PORT09,343,478.419511489266,PLANT03,1013,16
1447377330.7,2011-04-11,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699567,PLANT03,PORT09,385,396.08,PLANT03,1013,14
1447306549.7,2011-04-11,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699567,PLANT03,PORT09,332,454.35,PLANT03,1013,16
1447320800.7,2011-04-12,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699567,PLANT03,PORT09,345,512.09,PLANT03,1013,18
1447377331.7,2011-04-13,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699567,PLANT03,PORT09,691,990.5,PLANT03,1013,34
1447286433.7,2011-04-13,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699567,PLANT03,PORT09,373,503.73074301712586,PLANT03,1013,17
1447286432.7,2011-04-14,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699567,PLANT03,PORT09,482,652.2043767447157,PLANT03,1013,22
1447366429.7,2011-04-14,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699567,PLANT03,PORT09,364,406.45,PLANT03,1013,14
1447320822.7,2011-04-15,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699841,PLANT03,PORT09,520,748.8935918459885,PLANT03,1013,25
1447405948.7,2011-04-16,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699841,PLANT03,PORT09,416,539.1128576748271,PLANT03,1013,18
1447182451.7,2011-04-17,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699841,PLANT03,PORT09,614,761.8717653049835,PLANT03,1013,26
1447306623.7,2011-04-17,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699841,PLANT03,PORT09,366,443.63,PLANT03,1013,15
1447262011.7,2011-04-18,PORT04,V44_3,0,CRF,0,0,V5555555_30,1658528,PLANT03,PORT09,325,405.0515794472646,PLANT03,1013,14
1447308834.7,2011-04-19,PORT04,V44_3,0,CRF,0,0,V5555555_30,1699166,PLANT03,PORT09,325,334.14928229829854,PLANT03,1013,12
1447261866.7,2011-04-19,PORT04,V44_3,0,CRF,0,0,V5555555_30,1699591,PLANT03,PORT09,516,728.28,PLANT03,1013,25
1447201700.7,2011-04-20,PORT04,V44_3,0,CRF,0,0,V5555555_30,1699591,PLANT03,PORT09,660,738.377135526515,PLANT03,1013,25
1447356152.7,2011-04-21,PORT04,V44_3,0,CRF,0,0,V5555555_30,1699591,PLANT03,PORT09,568,591.54,PLANT03,1013,20
1447338331.7,2011-04-21,PORT04,V44_3,0,CRF,0,0,V5555555_30,1699465,PLANT03,PORT09,316,468.1891612316166,PLANT03,1013,16
1447308149.7,2011-04-22,PORT04,V44_3,0,CRF,0,0,V5555555_30,1699465,PLANT03,PORT09,372,380.03,PLANT03,1013,13
1447335436.7,2011-04-22,PORT04,V44_3,0,CRF,0,0,V5555555_30,1699465,PLANT03,PORT09,573,837.91,PLANT03,1013,28
1447262049.7,2011-04-23,PORT04,V44_3,0,CRF,0,0,V5555555_30,1629341,PLANT03,PORT09,426,574.1225692217159,PLANT03,1013,20
1447261868.7,2011-04-23,PORT04,V44_3,0,CRF,0,0,V5555555_30,1699242,PLANT03,PORT09,246,323.42,PLANT03,1013,11
1447404339.7,2011-04-24,PORT04,V44_3,0,CRF,0,0,V5555555_30,1699242,PLANT03,PORT09,200,262.76,PLANT03,1013,9
1447323413.7,2011-04-25,PORT04,V44_3,0,CRF,0,0,V5555555_30,1699242,PLANT03,PORT09,670,685.2245374143885,PLANT03,1013,23
1447384150.7,2011-04-25,PORT04,V44_3,0,CRF,0,0,V5555555_30,1699242,PLANT03,PORT09,423,435.2382143757552,PLANT03,1013,15
1447221633.7,2011-04-26,PORT04,V44_3,0,CRF,0,0,V5555555_30,1699242,PLANT03,PORT09,355,414.579661501461,PLANT03,1013,14
1447340632.7,2011-04-26,PORT04,V44_3,0,CRF,0,0,V5555555_30,1699242,PLANT03,PORT09,363,447.1612604966067,PLANT03,1013,15
1447184595.7,2011-04-27,PORT04,V44_3,0,CRF,0,0,V5555555_30,1699242,PLANT03,PORT09,227,235.82,PLANT03,1013,8
1447278499.7,2011-04-27,PORT04,V44_3,0,CRF,0,0,V5555555_30,1699799,PLANT03,PORT09,391,479.6085855550365,PLANT03,1013,16
1447386296.7,2011-04-28,PORT04,V44_3,0,CRF,0,0,V5555555_30,1699799,PLANT03,PORT09,616,742.65,PLANT03,1013,25
1447182391.7,2011-04-29,PORT04,V44_3,0,CRF,0,0,V5555555_30,1699799,PLANT03,PORT09,612,652.7546483184674,PLANT03,1013,22
1447309254.7,2011-04-29,PORT04,V44_3,0,CRF,0,0,V5555555_30,1699552,PLANT03,PORT09,589,868.72,PLANT03,1013,29
